,Limit,Sex,Education,Marriage,Age,Pay_sept,Pay_aug,Pay_july,Pay_june,Pay_may,Pay_april,Bill_sept,Bill_aug,Bill_july,Bill_june,Bill_may,Bill_april,Amt_sept,Amt_aug,Amt_july,Amt_june,Amt_may,Amt_april
36967,80000.0,1.0,2.0,1.7014966094529511,29.985033905470488,2.0,2.0,0.5970067810940978,0.5970067810940978,0.5970067810940978,0.5970067810940978,58234.448982835886,57538.54201366364,58740.17277230066,60236.92353252727,61576.72924613173,69531.96172919594,835.8094935317368,2310.4489828358855,2791.047626617066,2500.0,8866.783227394984,176.61006304218952
4409,20000.0,2.0,2.0,1.0,50.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-5.0,4995.0,2197.0,3047.0,4262.0,7163.0,5000.0,2200.0,6050.0,5000.0,3000.0,2000.0
7009,10000.0,1.0,2.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,6827.0,7849.0,8704.0,8877.0,9063.0,9318.0,1290.0,1145.0,318.0,329.0,406.0,186.0
14835,80000.0,2.0,3.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,77929.0,77711.0,74525.0,61360.0,49359.0,48253.0,3006.0,2747.0,2344.0,1756.0,1758.0,1717.0
30076,280000.0,2.0,1.0,1.7498764545979597,35.7493822729898,-0.4997529091959194,0.9995058183918388,-1.0,-0.7498764545979597,-0.7498764545979597,-1.2501235454020403,1919.6837237707769,1756.9605331230196,4393.60409288019,2593.9006018450873,1224.7652637361234,552.1260839617536,0.0,4393.60409288019,1724.7158455753074,1293.5368841814804,602.1507930421617,96.73406264313681
22241,150000.0,2.0,2.0,2.0,30.0,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,55.0,-94.0,-208.0,-208.0,993.0,0.0,0.0,239.0,0.0,1201.0,0.0,2184.0
13369,150000.0,1.0,1.0,1.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,159734.0,160247.0,131511.0,129369.0,123191.0,132072.0,4800.0,4006.0,3669.0,0.0,11781.0,0.0
5332,20000.0,2.0,2.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,18475.0,18993.0,19973.0,20081.0,20292.0,20289.0,1400.0,1300.0,700.0,800.0,1000.0,1000.0
41973,430000.0,2.0,2.0,1.0,42.0,2.0,2.0,2.0,2.0,2.0,2.0,286268.44789850345,292946.7837344292,298653.36809503473,297553.5973504318,301847.88866740576,313623.4562300567,12856.921020307354,11953.859864617636,5246.229255397004,9938.331286132448,16907.719729235272,7153.948984632278
30350,50000.0,1.1876449558996012,1.0,1.0,42.68880460309641,2.0,0.37528991179920235,0.37528991179920235,0.37528991179920235,0.37528991179920235,0.37528991179920235,39032.15200981187,40065.83849512057,41091.34661265095,41973.19523067722,43171.85303872508,44137.86378946892,1723.604682166784,1743.295806064274,1618.76449558996,1936.5760049059347,1704.2123114661038,1377.7541547942765
6594,80000.0,2.0,1.0,2.0,24.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,1275.0,887.0,890.0,382.0,2786.0,2557.0,2.0,893.0,382.0,2794.0,2561.0,77004.0
33055,180000.0,1.3925641791048353,1.0,1.0,31.785128358209672,-1.0,-0.6074358208951647,0.0,0.0,-0.6074358208951647,-0.6074358208951647,1059.1733253730972,1307.1306000004074,1768.9272358211588,1134.1157880603887,1377.5242268662525,1565.5811164183347,1112.418767164409,1157.0256716419342,98.14104477620884,539.0071402983243,709.7912059697937,859.3208626870039
38458,90000.0,2.0,2.386460744148794,1.6135392558512058,26.86460744148794,1.227078511702412,1.840617767553618,1.840617767553618,1.227078511702412,1.227078511702412,1.227078511702412,84299.08024737332,86220.62666906185,85476.59649273044,83042.18702149221,84430.94084920584,85910.97503114621,4856.555990798256,1203.4387572793446,1159.3822324463822,3406.769627925603,2977.292148829759,3500.0
44068,30000.0,1.894462126529315,1.894462126529315,1.0,36.427371089825755,1.7889242530586296,1.7889242530586296,2.0,2.105537873470685,2.0,1.7889242530586296,24010.200636555055,25981.55149543785,27458.87651142948,27782.286441999364,28085.54271237768,28058.656397533818,2401.067599658705,2201.8025462202213,1073.3545518351777,894.4621265293148,566.383322413061,1911.6647999050365
43015,80000.0,2.0,2.0,1.710423003936592,29.92280893307794,0.5791539921268161,0.5791539921268161,2.0,2.0,0.5791539921268161,0.5791539921268161,46883.0898006056,48695.230637266526,48210.226321409085,46629.00790367421,47451.12435324523,47365.49769904116,3705.015209447821,1644.788498031704,1586.8730988190223,1816.7108649843592,1857.9153992126817,2042.0846007873183
35809,246414.71685227257,1.7861761049242482,2.0,1.0,34.63500621628778,2.0,0.42764779015150367,0.42764779015150367,0.0,0.0,0.0,67973.28626707738,71388.57418347806,70214.9757999777,72762.16949245265,74001.21845809581,73477.15763535758,5648.35318151281,1886.8226518181955,6137.356741870732,2983.4582908693037,4103.679213068139,2358.5283147727446
11683,50000.0,1.0,2.0,1.0,50.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3526.0,-4.0,1473.0,2517.0,1217.0,4459.0,0.0,1477.0,2524.0,1320.0,4572.0,2206.0
43539,90000.0,1.0,2.822226325256459,1.0,39.888868373717706,0.3555473494870822,0.0,0.0,0.0,0.0,0.0,93066.88259464558,91533.04042757393,88419.56008940839,55270.85952290647,46985.504521638126,47588.79268839299,4000.0,2904.9935377210772,2366.825549782988,1554.1543287483187,1514.0193829225304,1470.1537748386968
43317,250000.0,2.0,1.0,1.4697821502398423,43.75825720191874,-0.060435699520315245,-1.4697821502398423,-1.4697821502398423,-0.9395643004796848,-1.4697821502398423,-1.4697821502398423,172.8510190218114,172.8510190218114,345.7020380436228,172.8510190218114,172.8510190218114,172.8510190218114,172.8510190218114,345.7020380436228,0.0,172.8510190218114,172.8510190218114,172.8510190218114
20299,390000.0,2.0,1.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,30400.0,34756.0,29530.0,27620.0,32364.0,34041.0,5000.0,5000.0,5000.0,5000.0,5000.0,1161.0
23302,300000.0,2.0,2.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,281000.0,291482.0,297425.0,296884.0,241037.0,247383.0,15000.0,12039.0,13000.0,9000.0,10059.0,10000.0
39912,20000.0,1.0,2.943819640281889,1.0,48.112360719436225,-0.8876392805637776,0.11236071943622239,-0.9438196402818888,-0.9438196402818888,2.0,0.0,1496.325575608823,1228.0783092051868,1262.3483286332346,2113.0223369051164,1559.90997618568,1157.6403208620156,943.8196402818888,1246.3369261135729,2062.740914957407,0.0,0.0,166.85410791543336
8887,220000.0,2.0,1.0,1.0,43.0,0.0,0.0,2.0,-1.0,0.0,-1.0,6873.0,4911.0,2080.0,2080.0,4160.0,2080.0,2230.0,0.0,2080.0,2080.0,2080.0,4160.0
40578,30000.0,1.0,2.457804147934847,1.7710979260325765,40.662433183478775,-0.4578041479348467,-1.2289020739674235,1.0843917041303066,-0.4578041479348467,-0.4578041479348467,-0.4578041479348467,1330.4499091230077,1955.5043404186144,848.2077186358343,547.4795274831295,246.75133633042452,-53.976854822280366,7598.534589226623,0.0,0.0,0.0,0.0,771.0979260325767
41503,50000.0,1.0,2.4674687974076583,1.5325312025923417,49.66265601296171,0.9349375948153165,0.0,0.0,0.0,0.0,0.0,50009.594038235635,49437.917553958265,50614.1194214595,20178.987968038884,18583.05881257811,19487.43895135139,2065.6270092054388,2241.8288767066756,1142.6310136534055,717.265152220349,1706.7321905591498,762.6408188526262
28518,50000.0,2.0,3.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,48549.0,49256.0,50338.0,48848.0,46709.0,47688.0,1813.0,1895.0,2200.0,1595.0,1653.0,1709.0
31194,10000.0,1.0,2.87382373735334,2.0,24.523525252933197,1.0,3.74764747470668,2.6214712120600203,1.7476474747066801,1.7476474747066801,1.7476474747066801,8561.784074275529,8222.9106550728,7828.986744951433,7203.440857015492,8498.650208118095,8260.367500548273,126.1762626466599,191.40939043498315,24.478194953452032,1719.204697085962,126.1762626466599,844.632196984995
1652,30000.0,1.0,1.0,1.0,34.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,220.0,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0
40048,150000.0,2.0,1.0,1.7603388141738088,28.437967114957146,-1.2810164425214259,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10416,70000.0,2.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,24526.0,25532.0,25971.0,14859.0,14930.0,15091.0,1790.0,1229.0,519.0,687.0,557.0,546.0
15711,150000.0,1.0,1.0,1.0,35.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5819.0,805.0,-48.0,8029.0,2188.0,9157.0,809.0,0.0,8077.0,2199.0,9202.0,2112.0
28494,90000.0,2.0,2.0,1.0,31.0,0.0,0.0,0.0,0.0,-2.0,-2.0,19929.0,17671.0,7870.0,0.0,0.0,0.0,1500.0,1000.0,0.0,0.0,3000.0,40000.0
1770,360000.0,1.0,2.0,1.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,750.0,1224.0,3206.0,291.0,951.0,2941.0,1236.0,3537.0,291.0,951.0,2941.0,291.0
8218,30000.0,2.0,2.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,32006.0,60079.0,26882.0,27570.0,28075.0,29065.0,1755.0,1500.0,1135.0,1100.0,1455.0,775.0
25524,50000.0,2.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,-2.0,-2.0,2791.0,4563.0,5000.0,0.0,0.0,0.0,2000.0,1200.0,0.0,0.0,0.0,0.0
41084,40000.0,2.0,1.8797932352384719,1.1202067647615281,42.71607146953097,1.0,2.0,0.24041352952305628,0.24041352952305628,0.0,0.0,10981.516736864174,10531.317676286957,11739.254702848248,11966.928576343716,12297.696339003629,12753.98064055073,0.0,1389.3256544994067,439.89661761923594,560.1033823807641,680.3101471422922,656.2687941899867
30955,50000.0,2.0,1.0,2.0,26.58690406046221,2.586904060462208,1.1738081209244164,1.1738081209244164,5.141068272079937,5.141068272079937,5.141068272079937,238.03560906933123,238.03560906933123,238.03560906933123,238.03560906933123,238.03560906933123,238.03560906933123,0.0,0.0,0.0,0.0,0.0,0.0
24355,210000.0,1.0,1.0,2.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,396.0,396.0,396.0,396.0,1911.0,396.0,396.0,396.0,396.0,1911.0,396.0,396.0
19082,70000.0,2.0,3.0,1.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,14180.0,10856.0,10822.0,13627.0,10852.0,12676.0,3000.0,2000.0,3000.0,0.0,2000.0,3000.0
40854,204926.30283942167,1.4926302839421672,2.0,1.0,39.35997539490118,0.9852605678843342,0.0,0.0,0.0,0.0,0.0,128983.17017766475,114477.01684168997,114163.2878667413,114659.51141873292,104521.15095321432,76816.77050635475,6000.0,6000.0,5000.0,4522.109148173498,3246.3151419710834,2295.26346439567
7682,240000.0,1.0,3.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,111990.0,125109.0,129014.0,131864.0,134744.0,138504.0,15000.0,6000.0,5000.0,5000.0,6000.0,6000.0
7246,180000.0,2.0,1.0,2.0,25.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34984,100000.0,2.0,1.5484864460959151,1.4515135539040849,34.32426958363055,2.0,1.0969728921918303,0.0,0.9030271078081697,0.0,0.0,94259.33581136506,88314.61932251249,90579.42582049881,85490.15179916112,67525.5917709336,67780.60259205548,1851.205571006748,4934.798312922714,2759.4340890033677,2783.8963402382096,3284.7736742909265,2832.7116339407457
18163,200000.0,1.0,1.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,53643.0,54300.0,55039.0,55712.0,56421.0,57203.0,1765.0,1828.0,1811.0,1816.0,1880.0,4123.0
2563,20000.0,2.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,15498.0,16409.0,17291.0,17588.0,18034.0,18658.0,1600.0,1600.0,1000.0,1000.0,1500.0,700.0
39539,80000.0,1.0,1.1104133165928562,2.0,36.44793341703572,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31538,80000.0,2.0,1.1733610124719336,1.1733610124719336,33.30655595011226,-0.6532779750561326,2.0,1.6532779750561326,1.6532779750561326,1.6532779750561326,2.479916962584199,4637.218790490388,4419.497877078813,5670.1216097567885,5475.301198575446,6259.02674605936,5962.468331781733,0.0,1459.4335230815675,44.72714121775889,872.9263778580726,46.63411235495016,874.8333489952639
28072,40000.0,2.0,4.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,36581.0,37896.0,40262.0,40370.0,39970.0,39970.0,1926.0,3292.0,1400.0,0.0,0.0,0.0
30816,80000.0,1.0,1.2533560624481068,1.2533560624481068,27.786916686929175,0.5067121248962136,0.5067121248962136,2.0,1.4932878751037864,0.0,0.0,48541.19305354792,51735.28936656832,51848.213295463174,51177.96931569505,50866.664606974264,50838.33965526924,4066.609843879733,1493.2878751037863,633.3901561202671,1977.3492437136747,1913.3390156120267,1850.6712124896214
33920,60000.0,1.1216225803044004,2.0,1.1216225803044004,37.608112901522006,0.0,0.0,0.0,0.0,0.0,0.0,55515.789662426585,58600.097299038716,59855.60953175204,60695.7436353445,60171.217006170824,60250.98794464299,4677.700162193339,2943.0806324175405,2501.216225803044,2591.2169352283004,2987.83774196956,2515.810935439572
44907,80000.0,2.0,2.830808477207376,1.0,31.30808477207376,-1.169191522792624,1.3232339088295038,-1.169191522792624,-1.169191522792624,-1.169191522792624,-1.169191522792624,780.0,324.0153061108766,742.2627943359274,390.0,390.0,415.3787284188936,0.0,742.2627943359274,390.0,390.0,415.3787284188936,1377.0004709223626
17376,70000.0,2.0,2.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,24133.0,24741.0,25074.0,25978.0,26341.0,26093.0,1702.0,1424.0,1717.0,1080.0,1094.0,969.0
38227,40000.0,2.0,2.95683352810259,1.0431664718974099,39.21583235948705,0.08633294379481948,0.08633294379481948,2.0,2.0,2.0,2.0,34427.08027854736,37523.22160756845,38046.87711335571,37227.59869499134,39635.20880080687,40419.453038564316,3672.256765331545,1434.533177517928,93.6712440173792,3034.3802103507974,1600.0431664718974,69.15268797965041
32292,106562.33432293632,1.3437665677063682,1.6562334322936318,1.0,34.12519881247642,0.6875331354127363,0.6875331354127363,1.3124668645872637,0.0,0.0,0.0,100315.34643727422,103297.74383016289,56217.916584981744,55275.43813622318,54455.613780357,52343.6313752224,5624.933729174527,1044.7065992596529,2486.8334084454364,2671.883283853184,2475.0132541650946,2446.1389831441747
20641,190000.0,1.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,359280.0,362680.0,161193.0,123203.0,85510.0,83704.0,10367.0,6596.0,4831.0,2806.0,2870.0,10017.0
18803,270000.0,2.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,134235.0,62483.0,62134.0,61797.0,57312.0,57582.0,6000.0,2500.0,3000.0,7475.0,3000.0,2500.0
9779,150000.0,2.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,-1.0,0.0,150562.0,148689.0,147296.0,144927.0,54116.0,6072.0,5196.0,3171.0,3699.0,69245.0,1030.0,0.0
13920,290000.0,1.0,2.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,196566.0,168372.0,171699.0,133147.0,135147.0,127087.0,7800.0,7839.0,4706.0,5400.0,4604.0,4900.0
16672,100000.0,1.0,1.0,2.0,34.0,-1.0,2.0,2.0,-1.0,-1.0,-2.0,772.0,772.0,-8.0,2562.0,0.0,0.0,0.0,8.0,2570.0,0.0,0.0,0.0
3042,380000.0,1.0,2.0,1.0,38.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,0.0,0.0,990.0,2086.0,0.0,4069.0,0.0,990.0,2086.0,0.0,4069.0,10000.0
15352,180000.0,2.0,2.0,1.0,46.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2931,230000.0,2.0,1.0,2.0,27.0,1.0,2.0,0.0,0.0,-1.0,-1.0,46628.0,45253.0,10507.0,6742.0,4387.0,1670.0,0.0,1000.0,135.0,4387.0,1670.0,2798.0
43129,50000.0,1.8398165838040135,2.0,1.1601834161959865,36.5972487570602,2.679633167608027,2.8398165838040135,2.0,0.0,-0.16018341619598653,0.0,53752.46908719858,52227.005961303716,51067.218647559785,48012.1541461359,16977.8255248351,17223.13198257515,320.36683239197305,0.0,4359.266335216054,4142.908674558364,897.1622468021767,1744.1870843350096
24148,30000.0,1.0,3.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,27904.0,28547.0,29398.0,29864.0,30115.0,15818.0,1500.0,1700.0,1500.0,1010.0,1000.0,1000.0
25051,400000.0,1.0,3.0,1.0,53.0,0.0,0.0,0.0,0.0,-1.0,0.0,15090.0,17934.0,21264.0,29811.0,58472.0,101092.0,4004.0,5002.0,10004.0,70001.0,84003.0,20000.0
4834,120000.0,2.0,3.0,2.0,26.0,0.0,0.0,-2.0,-1.0,0.0,0.0,22492.0,-2018.0,-718.0,1282.0,81988.0,83665.0,1534.0,1300.0,2000.0,81899.0,3200.0,4000.0
39376,145181.39347613705,1.518139347613706,1.0,1.481860652386294,30.81860652386294,2.0,1.0362786952274117,1.0362786952274117,1.0362786952274117,1.0362786952274117,0.0,72447.18617772551,73129.8403784727,68015.29856651048,56451.082682518,44157.38417992908,31792.68994647213,4627.466749960197,1984.956077130298,2915.020676544126,963.7213047725884,1568.385452990557,1044.0346918316031
18129,270000.0,1.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,42598.0,44610.0,46666.0,48685.0,49574.0,50622.0,3036.0,3092.0,3111.0,2000.0,2000.0,2000.0
26638,30000.0,1.0,1.0,2.0,24.0,-1.0,0.0,0.0,0.0,0.0,0.0,1426.0,2539.0,3437.0,5365.0,6275.0,7172.0,1300.0,1100.0,2000.0,1000.0,1000.0,2000.0
22493,110000.0,2.0,3.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,105055.0,105886.0,108819.0,79027.0,80709.0,82406.0,4058.0,4913.0,3000.0,3000.0,3000.0,3100.0
5174,80000.0,2.0,3.0,3.0,29.0,-1.0,0.0,0.0,0.0,0.0,0.0,76121.0,70109.0,58186.0,56234.0,53229.0,45519.0,2456.0,2053.0,1812.0,1819.0,1686.0,1224.0
39268,30000.0,1.3527936529618123,2.6472063470381877,1.3527936529618123,35.70809520557282,1.0,2.0,2.0,1.2944126940763752,1.2944126940763752,1.2944126940763752,4915.163302645365,5852.427620543651,5611.252477666994,5997.401842280205,6157.058670127053,6566.147145881729,1164.0866671219806,0.0,533.6547300459857,352.7936529618124,511.9666980376064,529.1904794427186
42561,159208.77272923267,2.0,1.0,2.0,33.316490908306925,-1.0,-1.0,-1.9208772729232684,-1.9208772729232684,-1.9208772729232684,-1.9208772729232684,1244.3138350128336,438.1816625509391,26189.181151532885,0.0,110.69269518034739,11.868409061509727,438.1816625509391,26189.181151532885,0.0,110.69269518034739,11.868409061509727,16.0619135965765
12239,200000.0,2.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,170964.0,174509.0,176523.0,180295.0,184104.0,195976.0,7788.0,6400.0,6700.0,6907.0,20163.0,1000.0
31920,30000.0,2.0,2.0,2.0,23.971604866919535,1.6113580532321856,0.0,0.0,1.6113580532321856,1.6113580532321856,2.194320973383907,15931.79433253242,16952.694086874635,18728.102497034462,18279.142238661738,19985.15630473011,19487.34001040313,1338.8641946767814,2121.9842085476234,151.5703592394476,2036.024681368735,0.0,980.5679026616093
25567,500000.0,2.0,2.0,2.0,27.0,0.0,0.0,-1.0,0.0,0.0,0.0,195140.0,190529.0,135943.0,128438.0,106591.0,85215.0,11613.0,176596.0,6506.0,5178.0,3031.0,3466.0
17737,40000.0,2.0,2.0,1.0,53.0,0.0,0.0,2.0,2.0,0.0,0.0,4621.0,6527.0,7776.0,7502.0,7651.0,7811.0,2150.0,1500.0,0.0,274.0,283.0,436.0
2952,30000.0,2.0,2.0,1.0,26.0,1.0,2.0,0.0,0.0,0.0,0.0,30349.0,29580.0,30121.0,12787.0,6840.0,2250.0,0.0,1200.0,256.0,137.0,45.0,0.0
28234,220000.0,2.0,3.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,215050.0,211239.0,207821.0,209795.0,144729.0,148139.0,9029.0,10000.0,9084.0,10042.0,10000.0,10000.0
38733,200000.0,1.7895929381397178,1.0,2.0,30.579185876279436,-1.0,1.3687788144191533,1.3687788144191533,-1.5791858762794355,-1.7895929381397178,-1.7895929381397178,2986.040312897252,1973.9823453492943,152.75552691056487,152.75552691056487,104.15149562083968,294.9907007281156,0.0,152.75552691056487,0.0,104.15149562083968,328.6558306257609,298.77802784160076
1881,150000.0,2.0,2.0,1.0,34.0,2.0,2.0,2.0,0.0,0.0,0.0,39465.0,42829.0,41845.0,42844.0,43999.0,45110.0,4000.0,0.0,2000.0,2000.0,2000.0,2000.0
11737,50000.0,1.0,3.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36809.0,24248.0,18588.0,18958.0,19355.0,19788.0,1601.0,1309.0,679.0,703.0,755.0,396.0
14981,300000.0,2.0,1.0,2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7834.0,1086.0,316.0,316.0,316.0,316.0,1093.0,316.0,316.0,316.0,316.0,316.0
36798,70000.0,1.781617869743676,2.781617869743676,1.0,33.05734982358854,1.781617869743676,2.0,2.0,2.0,2.0,2.0,55121.60685257958,55659.422127644415,57338.387715781624,57369.45065113051,58326.74917208025,60070.21868498166,2032.2064613335574,3167.7935386664426,1563.235739487352,2500.0,2827.573195384486,1875.8828873848224
43138,89333.6322790719,1.0,2.0,1.3111210759690635,32.33318386046405,1.3777578480618728,1.3777578480618728,1.3777578480618728,1.3777578480618728,0.0,0.0,87052.35362762607,55688.067623882016,32857.4826878023,32744.124660372985,33145.18457086596,32588.52492942415,557.0174883257066,3033.3183860464046,622.2421519381271,1333.8540804620843,1656.9382958325937,2001.377757848062
9229,390000.0,1.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,178087.0,185212.0,187648.0,192538.0,198828.0,206489.0,10000.0,7001.0,8001.0,10000.0,10000.0,14807.0
38228,30000.0,1.6398319638051362,2.639831963805136,2.0,33.72033607238973,0.0,0.0,2.0,0.7203360723897279,0.7203360723897279,1.2796639276102721,21680.35485734856,25133.293297016262,24441.132288799094,25411.364025483053,25980.790298214433,25914.378002029716,3934.226161947042,0.0,1490.8803139155225,916.2393721689549,328.4732490097159,1118.497767522921
39142,241421.0424272484,1.1421042427248418,1.0,1.8578957572751582,30.0,-1.0,-1.0,-1.0,-0.5736872718254742,-1.0,-0.1421042427248419,4866.440343211068,4027.752842023948,1132.0562283696668,6104.089559636379,30575.36366975781,13945.400122134917,4237.214495800365,1411.5752738094307,5875.728041577558,30618.847568031615,2597.8918796295575,2573.6872718254745
20644,130000.0,1.0,1.0,1.0,42.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,390.0,390.0,955.0,1170.0,1170.0,780.0,0.0,955.0,1170.0,0.0,0.0,0.0
34175,128815.0022226162,2.0,2.8815002222616193,1.0,43.511504667494,0.23699955547676166,0.0,0.0,0.23699955547676166,0.0,0.0,17502.985503778447,18585.050394870254,19694.30971995036,19986.39943252111,20562.70361388659,20932.385141535677,1512.0276248223868,1526.1316283785727,881.5002222616191,995.3785086682032,1118.499777738381,947.9542206171448
46586,252522.1173325827,1.0,1.747788266741729,2.0,40.964612267867665,1.495576533483458,0.0,0.0,0.0,0.0,0.0,242300.25744977433,244915.78342248133,241477.75366952716,243398.72411395604,239411.01616193034,243391.92976857084,9119.380418120423,9010.530964265616,8964.416102419817,8827.739386184601,9689.430040095704,9264.499332723663
37113,130000.0,1.154658500185482,1.0,2.0,32.38136599925807,0.5360244994435537,-2.0,-2.0,-1.154658500185482,-0.3093170003709642,-0.3093170003709642,-30.93170003709642,-30.93170003709642,0.0,7508.2787688166245,5477.812918798076,0.0,0.0,30.93170003709642,7508.2787688166245,0.0,0.0,0.0
6729,390000.0,2.0,2.0,1.0,43.0,2.0,2.0,2.0,0.0,0.0,0.0,78658.0,60152.0,40238.0,41366.0,37788.0,19025.0,4514.0,0.0,1528.0,0.0,1000.0,3574.0
10861,110000.0,2.0,2.0,2.0,29.0,2.0,2.0,4.0,4.0,3.0,2.0,600.0,600.0,600.0,600.0,300.0,150.0,0.0,0.0,0.0,0.0,0.0,921.0
30402,130000.0,1.0,2.306865375005258,1.346567312497371,41.84119225003155,0.653432687502629,1.306865375005258,0.0,0.0,0.0,0.0,27832.414863490514,27766.12107317377,27024.127670298236,25114.78110298574,18016.30799840155,14573.232230557354,695.4026428704835,2000.6931346249949,1138.6269249989484,665.343268750263,1000.0,1306.8653750052579
46499,10000.0,1.883035617322555,1.116964382677445,2.0,23.818750678742113,1.7660712346451102,1.649106851967665,6.181249321257885,6.064284938580441,6.064284938580441,5.181249321257885,2291.5740172580086,2497.782223918344,2679.5448745990934,2164.9015908183355,2119.285481574132,1680.6963296690062,378.4967423442117,233.92876535488972,45.61610924420353,0.0,91.23221848840706,0.0
22760,500000.0,2.0,1.0,1.0,34.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0
25130,420000.0,1.0,1.0,1.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11097.0,16106.0,10703.0,14534.0,20631.0,17641.0,16106.0,10703.0,14540.0,20631.0,17641.0,11748.0
9622,20000.0,1.0,2.0,1.0,45.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1651.0,0.0,390.0,390.0,780.0,0.0,0.0,390.0,390.0,780.0,0.0,0.0
39609,20000.0,1.0,2.0,1.5517615591668783,32.275338171663705,1.0,2.0,1.1035231183337566,0.0,0.0,2.0,8352.734428770891,9615.49598793777,9985.853649187453,11137.573465875956,11952.055850284287,11617.089996251785,1551.7615591668782,672.3576612496826,1632.4444785168403,1000.0,0.0,1110.3523118333756
30785,203546.87432623148,1.0,1.354687432623149,1.0,33.290625134753704,1.645312567376851,1.645312567376851,1.645312567376851,1.645312567376851,2.0,1.645312567376851,169000.50496987638,173607.85793600176,175561.6625652208,179326.40141083472,176610.30292947238,179074.1986409107,8354.687432623148,5824.961752000476,7643.04831534577,9.221873248201874,7101.863356880515,5684.682872398021
426,20000.0,2.0,3.0,2.0,49.0,2.0,2.0,2.0,2.0,0.0,0.0,9551.0,12081.0,13087.0,12583.0,15327.0,16414.0,3000.0,1500.0,0.0,3123.0,1500.0,1000.0
627,230000.0,1.0,1.0,1.0,39.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
28530,50000.0,2.0,2.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48572.0,45067.0,46492.0,47368.0,7988.0,8011.0,2028.0,2453.0,2329.0,431.0,300.0,500.0
